"","hgnc_symbol","entrezgene","chromosome_name","start_position","end_position"
"19917","AKAP8",10270,"19",15464196,15490609
"19918","EHMT2",10919,"HSCHR6_MHC_MCF",31924012,31941947
"19919","WDR47",22911,"1",109512836,109584850
"19920","DPEP1",1800,"16",89679716,89704839
"19921","AMMECR1",9949,"X",109437414,109683461
"19922","",NA,"17",76210462,76220740
"19923","ADPRHL2",54936,"1",36554476,36559533
"19924","ELMSAN1",91748,"14",74181825,74256988
"19925","TMEM235",283999,"17",76227391,76237068
"19926","RAB30",27314,"11",82684175,82782965
"19927","COL8A2",1296,"1",36560837,36590821
"19928","TMC3",342125,"15",81623558,81666554
"19929","CELF5",60680,"19",3224701,3297074
"19930","PALM2",114299,"9",112403068,112713755
"19931","SOCS3",9021,"17",76352864,76356158
"19932","GNG2",54331,"14",52292913,52446060
"19933","",NA,"14",24590560,24601038
"19934","FITM1",161247,"14",24600484,24602058
"19935","RARG",5916,"12",53604354,53626764
"19936","CHMP1A",5119,"16",89710839,89724253
"19937","TRAPPC3",27095,"1",36602173,36615098
"19938","OGT",8473,"X",70752933,70795747
"19939","TAF13",6884,"1",109605108,109618624
"19940","TRAM1",23471,"8",71485677,71520622
"19941","ATXN3",4287,"14",92524896,92572965
"19942","PRAMEF12",390999,"1",12834984,12838049
"19943","TMEM167B",56900,"1",109632425,109639556
"19944","PRAMEF1",65121,"1",12851546,12856777
"19945","SEPT14",346288,"7",55861237,55930482
"19946","PALM2-AKAP2",445815,"9",112542589,112934792
"19947","PALM2-AKAP2",11217,"9",112542589,112934792
"19948","RAP1GDS1",5910,"4",99182535,99365012
"19949","PYDC2",152138,"3",191178952,191179245
"19950","FAM71C",196472,"12",100041531,100043824
"19951","",51373,"7",55954970,56022932
"19952","BRD2",6046,"6",32936437,32949282
"19953","PRAMEF11",440560,"1",12884468,12891264
"19954","HNRNPCL1",101060301,"1",12907261,12908578
"19955","HNRNPCL1",649330,"1",12907261,12908578
"19956","HNRNPCL1",440563,"1",12907261,12908578
"19957","HNRNPCL1",343069,"1",12907261,12908578
"19958","GNG5P2",NA,"X",109589700,109590201
"19959","SPATA33",124045,"16",89724210,89737680
"19960","C1orf194",127003,"1",109648573,109656479
"19961","ZNF713",349075,"7",55955169,56009918
"19962","COQ7",10229,"16",19078921,19091417
"19963","PRAMEF2",65122,"1",12916941,12921764
"19964","",NA,"14",52382863,52385289
"19965","PSME1",5720,"14",24605367,24608176
"19966","PRAMEF4",400735,"1",12939045,12946025
"19967","",NA,"14",52436014,52436247
"19968","KAT2A",2648,"17",40265126,40273376
"19969","RGAG1",57529,"X",109602044,109699562
"19970","INPP5K",51763,"17",1397865,1420182
"19971","IL17REL",400935,"22",50432942,50451088
"19972","PRAMEF10",343071,"1",12952727,12958101
"19973","",NA,"8",71485681,71486671
"19974","",NA,"8",71520812,71575514
"19975","C14orf166",51637,"14",52456193,52471420
"19976","PRAMEF7",441871,"1",12976450,12980569
"19977","NDRG3",57446,"20",35280169,35374481
"19978","MAP3K19",80122,"2",135722061,135805038
"19979","CD38",952,"4",15779898,15854853
"19980","SAMD3",154075,"6",130465460,130686570
"19981","AKAP2",445815,"9",112542769,112934792
"19982","AKAP2",11217,"9",112542769,112934792
"19983","SIVA1",10572,"14",105219437,105234831
"19984","TTLL8",NA,"22",50453552,50495364
"19985","MAP7D1",55700,"1",36621180,36646450
"19986","PRAMEF6",101929983,"1",12998181,13117751
"19987","PRAMEF6",729368,"1",12998181,13117751
"19988","PRAMEF6",645359,"1",12998181,13117751
"19989","PRAMEF6",441873,"1",12998181,13117751
"19990","PRAMEF6",440561,"1",12998181,13117751
"19991","PRAMEF6",343068,"1",12998181,13117751
"19992","C9orf152",401546,"9",112952328,112970469
"19993","",NA,"17",16593575,16707767
"19994","GOT1L1",137362,"8",37791799,37797647
"19995","GBAS",2631,"7",56019486,56067874
"19996","CDK10",8558,"16",89747145,89762772
"19997","LRTM1",57408,"3",54952264,55001115
"19998","TXN",7295,"9",113006091,113018920
"19999","ADRB3",155,"8",37820516,37824483
"20000","NFIC",101928686,"19",3359561,3469215
"20001","NFIC",4782,"19",3359561,3469215
"20002","TNFRSF13B",23495,"17",16832849,16875432
"20003","EIF4EBP1",1978,"8",37887859,37917883
"20004","MEX3B",84206,"15",82334119,82338482
"20005","STAC",6769,"3",36421836,36589499
"20006","",101929690,"15",82380935,82390035
"20007","CHRDL1",91851,"X",109917084,110039286
"20008","PCF11",51585,"11",82868030,82898493
"20009","PPIG",9360,"2",170440850,170497916
"20010","WNT5A",7474,"3",55499743,55523973
"20011","UHRF1BP1L",23074,"12",100422233,100536626
"20012","TXNDC8",255220,"9",113065801,113100127
"20013","MLC1",23209,"22",50497820,50524331
"20014","KIFC3",3801,"16",57792129,57896957
"20015","KIAA1324",57535,"1",109656301,109749401
"20016","PRAMEF22",653606,"1",13035543,13038381
"20017","WDYHV1",55093,"8",124428965,124479470
"20018","STON1-GTF2A1L",286749,"2",48757064,49003654
"20019","STON1-GTF2A1L",11036,"2",48757064,49003654
"20020","",NA,"1",13052394,13052998
"20021","ITPRIPL2",162073,"16",19125254,19132946
"20022","PRAMEF26",645359,"1",13216356,13219581
"20023","EFTUD1",79631,"15",82422571,82555104
"20024","PTGR2",145482,"14",74318547,74353530
"20025","",NA,"16",19125324,19184900
"20026","LHFPL2",10184,"5",77781038,78065844
"20027","LACTB2",51110,"8",71547553,71581409
"20028","PRAMEF3",401940,"1",13328196,13331692
"20029","PGS1",9489,"17",76374721,76421195
"20030","DYRK4",8798,"12",4671370,4723325
"20031","ASH2L",9070,"8",37962760,38001594
"20032","TIRAP",114609,"11",126152960,126168740
"20033","",NA,"17",40271692,40306934
"20034","PRAMEF5",645359,"1",13359819,13369057
"20035","PRAMEF5",441873,"1",13359819,13369057
"20036","PRAMEF5",343068,"1",13359819,13369057
"20037","HSPB9",94086,"17",40274756,40275371
"20038","METRNL",284207,"17",81037567,81052864
"20039","HMGB3",3149,"X",150148982,150159248
"20040","NFKBIB",4793,"19",39390340,39399533
"20041","XKR9",389668,"8",71581600,71702606
"20042","",NA,"11",126164193,126174213
"20043","SYT17",51760,"16",19179293,19279652
"20044","EMC9",51016,"14",24608174,24610797
"20045","AKT1",207,"14",105235686,105262088
"20046","RAB5C",5878,"17",40276994,40307035
"20047","GPR50",9248,"X",150345125,150349937
"20048","DCPS",28960,"11",126173647,126215644
"20049","GON4L",54856,"1",155719508,155829191
"20050","CCER2",643669,"19",39399620,39402798
"20051","IGFBP7",3490,"4",57896939,57976551
"20052","ACTBL2",345651,"5",56775846,56778636
"20053","PASK",23178,"2",242045514,242089679
"20054","ARSB",411,"5",78073032,78281910
"20055","FBXO32",114907,"8",124510129,124553446
"20056","ANKRD42",338699,"11",82904781,82971736
"20057","FGFBP1",9982,"4",15937192,15940363
"20058","SLCO1B3",28234,"12",20963636,21243040
"20059","CYCS",54205,"7",25159710,25164980
"20060","C19orf77",284422,"19",3474405,3480540
"20061","FGFBP2",83888,"4",15961866,15970932
"20062","PLK2",10769,"5",57749809,57756087
"20063","VMA21",203547,"X",150564987,150577836
"20064","CLEC19A",NA,"16",19297061,19333467
"20065","PRAMEF8",391002,"1",13386646,13390765
"20066","CCDC173",129881,"2",170501935,170550943
"20067","SVEP1",79987,"9",113127531,113342160
"20068","DOHH",83475,"19",3490819,3500938
"20069","PRAMEF9",101929983,"1",13421176,13428191
"20070","PRAMEF9",653619,"1",13421176,13428191
"20071","PRAMEF9",645359,"1",13421176,13428191
"20072","PRAMEF9",441873,"1",13421176,13428191
"20073","PRAMEF9",343070,"1",13421176,13428191
"20074","DSN1",79980,"20",35380194,35402221
"20075","SARS2",54938,"19",39405906,39440495
"20076","MADD",8567,"11",47290712,47351582
"20077","TSPAN5",10098,"4",99391518,99579780
"20078","PRAMEF13",400736,"1",13447414,13452656
"20079","ERC2",26059,"3",55542336,56502391
"20080","PSME2",102465801,"14",24612574,24616779
"20081","PSME2",5721,"14",24612574,24616779
"20082","PHOSPHO2",493911,"2",170550975,170558218
"20083","ACTR6",64431,"12",100592900,100635643
"20084","MOV10L1",54456,"22",50528308,50600119
"20085","FGF12",2257,"3",191857184,192485553
"20086","PRAMEF18",391003,"1",13474689,13477522
"20087","TMEM200A",114801,"6",130686879,130764208
"20088","AKAP8L",26993,"19",15490859,15529952
"20089","PRAMEF16",654348,"1",13495254,13498260
"20090","SMLR1",100507203,"6",131148546,131158275
"20091","SARS",6301,"1",109756540,109780791
"20092","HLA-DOA",3111,"6",32971955,32977389
"20093","EYA1",2138,"8",72109668,72274467
"20094","PFKFB4",5210,"3",48555117,48599448
"20095","PASD1",139135,"X",150732094,150845211
"20096","GNGT1",2792,"7",93220885,93540577
"20097","",NA,"16",89749028,89752977
"20098","EID3",493861,"12",104697517,104698980
"20099","KLHL38",340359,"8",124657767,124665190
"20100","SPATA2L",124044,"16",89762751,89768113
"20101","FAM154B",283726,"15",82555151,82577271
"20102","",NA,"3",184119325,184157436
"20103","TFPI2",7980,"7",93514709,93520303
"20104","GOLGA6L10",101927601,"15",82635130,82641706
"20105","GOLGA6L10",100133220,"15",82635130,82641706
"20106","GOLGA6L10",647042,"15",82635130,82641706
"20107","GOLGA6L10",643707,"15",82635130,82641706
"20108","EPHB3",2049,"3",184279572,184300197
"20109","ANXA13",312,"8",124693034,124749647
"20110","C7orf31",136895,"7",25174316,25219975
"20111","VPS9D1",9605,"16",89773542,89787394
"20112","DMGDH",29958,"5",78293438,78531861
"20113","GOLGA6L9",101927658,"15",82722223,82731338
"20114","GOLGA6L9",101927601,"15",82722223,82731338
"20115","GOLGA6L9",100133220,"15",82722223,82731338
"20116","GOLGA6L9",647042,"15",82722223,82731338
"20117","GOLGA6L9",643707,"15",82722223,82731338
"20118","GOLGA6L9",440295,"15",82722223,82731338
"20119","CHST11",50515,"12",104849073,105155792
"20120","TMC5",79838,"16",19421818,19510435
"20121","MUSK",4593,"9",113431051,113563859
"20122","MPRIP",23164,"17",16945859,17120993
"20123","",NA,"19",39406044,39440495
"20124","ST3GAL4",6484,"11",126225535,126310239
"20125","DCLK3",85443,"3",36753913,36781352
"20126","CCDC90B",60492,"11",82970139,82997450
"20127","RPS17",100505503,"15",82821158,82824972
"20128","RPS17",6218,"15",82821158,82824972
"20129","PRRG3",79057,"X",150863596,150874396
"20130","MRPS12",6183,"19",39421188,39423802
"20131","KCNH4",23415,"17",40308909,40333296
"20132","MAGEF1",64110,"3",184428156,184429836
"20133","MB21D2",151963,"3",192514604,192635950
"20134","WIZ",58525,"19",15532319,15560762
"20135","PROM1",8842,"4",15964699,16086001
"20136","KLHL23",100526832,"2",170550998,170633499
"20137","KLHL23",151230,"2",170550998,170633499
"20138","CELSR2",1952,"1",109792641,109818372
"20139","NID2",22795,"14",52471521,52535712
"20140","",NA,"12",20968608,21243179
"20141","DNAH17",8632,"17",76419778,76573476
"20142","EIF4E",1977,"4",99792835,99851788
"20143","LPAR1",1902,"9",113635543,113800981
"20144","HRASLS",57110,"3",192958914,192995527
"20145","",145482,"14",74318674,74398981
"20146","",388282,"16",57832098,57850850
"20147","ZNF276",92822,"16",89786808,89807311
"20148","TRANK1",9881,"3",36868311,36986548
"20149","OR2K2",26248,"9",114089763,114090800
"20150","PRAMEF21",645425,"1",13516066,13526943
"20151","PRAMEF21",391001,"1",13516066,13526943
"20152","CACNG7",59284,"19",54412589,54447195
"20153","SOGA1",140710,"20",35405845,35492089
"20154","FATE1",89885,"X",150884507,150891666
"20155","PRAMEF15",101929983,"1",13641973,13648988
"20156","PRAMEF15",653619,"1",13641973,13648988
"20157","PRAMEF15",645359,"1",13641973,13648988
"20158","PRAMEF15",441873,"1",13641973,13648988
"20159","PRAMEF15",343070,"1",13641973,13648988
"20160","MRPS17",51373,"7",56019512,56024192
"20161","HLA-DPA1",3113,"6",33032346,33048552
"20162","CACNG8",59283,"19",54466294,54493469
"20163","FZR1",51343,"19",3506271,3538328
"20164","STRIP2",57464,"7",129074274,129128240
"20165","C2",717,"HSCHR6_MHC_MCF",31942047,31989896
"20166","NPVF",64111,"7",25264189,25268105
"20167","PRAMEF14",NA,"1",13668269,13673511
"20168","SYT11",23208,"1",155829300,155854990
"20169","CACNG6",59285,"19",54495542,54515923
"20170","CNGB1",1258,"16",57917503,58005020
"20171","PRAMEF19",645414,"1",13694889,13698405
"20172","PRAMEF19",391003,"1",13694889,13698405
"20173","NFE2L3",9603,"7",26191860,26226745
"20174","GOLGA6L18",643707,"15",82930438,82939159
"20175","PRAMEF17",391004,"1",13716092,13719089
"20176","PSPH",5723,"7",56078744,56119297
"20177","THRAP3",9967,"1",36690017,36770958
"20178","FBXO17",115290,"19",39432044,39466550
"20179","SMKR1",100287482,"7",129142320,129152773
"20180","GOLGA6L19",100133220,"15",83011379,83018198
"20181","FAM91A1",157769,"8",124780696,124827692
"20182","PRAMEF20",645425,"1",13736907,13747803
"20183","PRAMEF20",391001,"1",13736907,13747803
"20184","EPB41L2",2037,"6",131160487,131384462
"20185","LRRC38",126755,"1",13801445,13840543
"20186","IL15RA",3601,"10",5990855,6020150
"20187","GOLGA6L20",101927658,"15",83098710,83108085
"20188","GOLGA6L20",101927601,"15",83098710,83108085
"20189","GOLGA6L20",100133220,"15",83098710,83108085
"20190","GOLGA6L20",647042,"15",83098710,83108085
"20191","GOLGA6L20",643707,"15",83098710,83108085
"20192","GOLGA6L20",440295,"15",83098710,83108085
"20193","SSB",6741,"2",170648443,170668574
"20194","VSTM1",284415,"19",54544079,54567207
"20195","PTGDR",5729,"14",52734431,52743442
"20196","FBXO27",126433,"19",39481354,39523425
"20197","",NA,"12",4714110,4771809
"20198","TLDC2",140711,"20",35504524,35522638
"20199","HNRNPA2B1",3181,"7",26229547,26241149
"20200","BEND7",222389,"10",13480484,13570974
"20201","RIT1",6016,"1",155867599,155881195
"20202","STAR",6770,"8",38001167,38008783
"20203","CNGA2",1260,"X",150906923,150913776
"20204","NRF1",4899,"7",129251555,129396922
"20205","PDPN",10630,"1",13909960,13944452
"20206","SH3D21",79729,"1",36771988,36790484
"20207","MFSD12",126321,"19",3538259,3574288
"20208","RASAL3",64926,"19",15562435,15575382
"20209","RPS17L",100505503,"15",83205504,83209315
"20210","RPS17L",6218,"15",83205504,83209315
"20211","ZNF410",57862,"14",74353320,74399214
"20212","TARM1",441864,"19",54573149,54584634
"20213","",390928,"19",39574553,39602133
"20214","LSM1",27257,"8",38020839,38034248
"20215","KIAA0368",23392,"9",114122972,114247025
"20216","PANX2",56666,"22",50609160,50618723
"20217","PSRC1",84722,"1",109822178,109825808
"20218","CCT6A",908,"7",56119323,56131682
"20219","EVA1B",55194,"1",36787632,36789755
"20220","RAB3GAP1",22930,"2",135809835,135933964
"20221","EPM2AIP1",9852,"3",37027357,37034795
"20222","",NA,"1",36789335,36794822
"20223","MAGEA4",4103,"X",151080981,151093642
"20224","MFSD5",84975,"12",53645035,53648189
"20225","ACRC",93953,"X",70798261,70833433
"20226","SAMHD1",25939,"20",35518632,35580246
"20227","OSCAR",126014,"19",54597933,54606000
"20228","PGLYRP2",114770,"19",15579456,15609767
"20229","GDE1",51573,"16",19513015,19533467
"20230","HABP2",3026,"10",115310596,115349361
"20231","BAG4",9530,"8",38034051,38070819
"20232","TRABD",80305,"22",50624344,50638027
"20233","STK40",83931,"1",36805225,36851497
"20234","C19orf71",100128569,"19",3539152,3544028
"20235","MYBPHL",343263,"1",109834987,109849663
"20236","RAPGEF3",10411,"12",48128455,48164823
"20237","METAP1",23173,"4",99916771,99983964
"20238","",NA,"15",83208783,83224682
"20239","GAPT",202309,"5",57787262,57792917
"20240","PRDM2",7799,"1",14026693,14151574
"20241","AKAP3",10566,"12",4724674,4758213
"20242","",NA,"15",83209620,83231124
"20243","TEPP",374739,"16",58010339,58022020
"20244","ESPL1",9700,"12",53662083,53687427
"20245","NDUFA3",4696,"19",54606036,54612564
"20246","ATP13A5",344905,"3",192992579,193096632
"20247","",NA,"5",57837394,57854070
"20248","ZBTB12",221527,"HSCHR6_MHC_MCF",31943870,31946255
"20249","KIAA0907",22889,"1",155882834,155904191
"20250","HLA-DPB1",3115,"6",33043703,33054978
"20251","",NA,"HSCHR6_MHC_MCF",31955270,31955515
"20252","PTGER2",5732,"14",52781023,52795324
"20253","SLCO1B7",338821,"12",20968673,21245679
"20254","LPHN3",23284,"4",62066976,62944053
"20255","CYP4F22",126410,"19",15619304,15663128
"20256","CCP110",9738,"16",19535133,19564730
"20257","TXNDC16",57544,"14",52897308,53019240
"20258","DDHD2",23259,"8",38082736,38133076
"20259","FANCA",2175,"16",89803957,89883065
"20260","TFPT",29844,"19",54610320,54619055
"20261","ZNF483",158399,"9",114287439,114340124
"20262","ZNF319",57567,"16",58028572,58034357
"20263","FER1L6",654463,"8",124864227,125132302
"20264","SORT1",6272,"1",109852192,109940573
"20265","GTF2H4",2968,"6",30875961,30881883
"20266","KLF15",28999,"3",126061478,126076285
"20267","CFB",629,"HSCHR6_MHC_MCF",31989874,31996308
"20268","KIRREL3",84623,"11",126293254,126873355
"20269","BHMT2",23743,"5",78365540,78385289
"20270","PPP1R7",5510,"2",242088991,242123067
"20271","RXFP4",339403,"1",155911480,155912625
"20272","TMEM65",157378,"8",125324231,125384933
"20273","USB1",79650,"16",58033450,58055522
"20274","CPEB1",64506,"15",83211951,83317612
"20275","CCDC37",348807,"3",126113782,126155399
"20276","NDUFA9",4704,"12",4758261,4798454
"20277","VPS8",23355,"3",184529931,184770402
"20278","LSM10",84967,"1",36856839,36863493
"20279","ADH5",128,"4",99992132,100009952
"20280","CXCR3",2833,"X",70835766,70838367
"20281","CCDC66",285331,"3",56591189,56655846
"20282","PTGR1",22949,"9",114312002,114362135
"20283","HMG20B",10362,"19",3572775,3579086
"20284","RAB3C",115827,"5",57878048,58155213
"20285","",83642,"22",50639408,50656045
"20286","NHSL2",340527,"X",71130938,71363424
"20287","C5orf60",285679,"5",179068545,179072047
"20288","PSMA5",5686,"1",109941653,109969062
"20289","POLR2J3",100134938,"7",102178365,102213103
"20290","POLR2J3",548644,"7",102178365,102213103
"20291","POLR2J3",246721,"7",102178365,102213103
"20292","POLR2J3",5439,"7",102178365,102213103
"20293","UBE2H",7328,"7",129470572,129592789
"20294","UCN2",90226,"3",48599160,48601206
"20295","OSCP1",127700,"1",36881428,36916086
"20296","RGAG4",340526,"X",71346958,71351758
"20297","SLC41A2",84102,"12",105196331,105352522
"20298","GABRE",574412,"X",151121596,151143152
"20299","GABRE",407009,"X",151121596,151143152
"20300","GABRE",2564,"X",151121596,151143152
"20301","",NA,"5",179078298,179079445
